fecha,finalidad,funcion,devengado
2026-09-12,EDUCACIÓN,Enseñanza primaria,353886685.71
2026-09-12,EDUCACIÓN,Enseñanza primaria,369341406.68
2026-09-12,EDUCACIÓN,Enseñanza primaria,381737134.01
2026-09-12,EDUCACIÓN,Enseñanza primaria,444321352.64
2026-09-12,EDUCACIÓN,Enseñanza primaria,715131438.89
2026-09-12,EDUCACIÓN,Enseñanza primaria,1134706174.17
2026-09-12,EDUCACIÓN,Enseñanza primaria,1463275520.93
2026-09-12,EDUCACIÓN,Enseñanza primaria,1885069958.59
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,1827.18
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,2200.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,2300.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,2700.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,2760.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,3432.50
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,3576.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,4533.33
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,5000.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,6205.20
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,7000.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,7220.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,9936.50
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,13499.78
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,14448.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,17733.61
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,22741.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,23041.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,23400.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,27880.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,30000.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,33270.50
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,51921.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,53332.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,65904.94
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,73693.25
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,86932.24
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,105574.31
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,117756.76
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,150986.67
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,161841.55
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,181253.47
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,182786.33
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,240191.35
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,281003.46
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,289988.15
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,360330.30
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,704705.69
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,793047.63
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,946663.54
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,1047991.61
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,1262028.46
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,1649273.98
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,1885191.07
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,2039820.62
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,2159237.81
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,2239173.19
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,4957075.80
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,64000344.23
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,178616752.17
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,228443692.34
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,271311128.52
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,273394184.69
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,428657399.75
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,796095519.08
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,911318007.35
2026-09-12,EDUCACIÓN,Enseñanza secundaria avanzada,1336417357.91
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,14.71
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,1004.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,1872.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,3000.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,3616.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,4000.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,5747.50
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,7158.50
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,9926.86
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,10000.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,10559.20
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,10970.90
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,12015.22
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,12644.76
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,14987.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,15000.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,15410.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,16217.79
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,17631.99
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,17839.12
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,18000.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,19900.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,19998.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,23100.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,23260.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,24964.42
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,29965.24
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,30457.30
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,32020.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,32981.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,43600.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,45164.49
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,47423.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,59000.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,65434.50
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,66767.50
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,74958.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,78613.78
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,79689.86
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,83505.22
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,85328.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,87358.18
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,93000.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,94413.12
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,97900.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,110251.49
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,113648.40
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,114592.01
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,114744.97
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,115688.21
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,116410.46
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,116750.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,117236.27
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,129446.86
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,134365.09
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,137830.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,139466.25
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,141852.25
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,148676.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,159987.20
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,175324.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,199607.22
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,199912.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,221576.74
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,223057.53
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,230383.14
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,246097.03
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,258753.60
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,310219.56
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,319610.42
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,333081.27
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,357135.64
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,372441.55
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,394344.11
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,394736.80
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,410575.62
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,423454.90
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,426335.28
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,443454.64
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,468511.30
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,469172.50
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,474163.51
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,475252.42
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,476352.57
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,499136.20
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,507840.39
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,515272.88
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,525559.76
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,534274.92
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,570688.37
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,582563.01
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,619024.55
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,628286.56
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,702772.31
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,714096.46
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,720103.98
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,729834.53
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,740846.00
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,751670.49
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,810319.34
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,894046.44
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,901000.74
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,904584.40
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,906992.44
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,966824.30
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,1006056.06
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,1011170.94
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,1025121.47
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,1110197.32
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,1138500.99
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,1171088.58
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,1386351.43
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,1428835.27
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,1492681.32
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,1523758.49
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,1625946.55
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,1659240.28
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,1685349.36
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,1770745.65
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,2026067.26
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,2063918.24
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,2329578.53
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,2380299.85
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,2593850.24
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,2825227.72
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,3134110.93
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,4430091.16
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,5145393.61
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,7679184.18
2026-09-12,EDUCACIÓN,Enseñanza secundaria básica,10432756.49
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,467.00
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,7836.00
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,9170.73
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,12707.00
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,13907.58
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,15366.00
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,15650.00
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,24951.57
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,41850.00
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,74189.67
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,80715.00
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,85963.00
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,147116.07
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,174900.00
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,193228.00
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,218653.77
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,325561.60
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,506469.00
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,687034.32
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,895326.58
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,914306.52
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,3003355.49
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,3496528.77
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,4052337.53
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,4481420.37
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,6432988.33
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,27451673.66
2026-09-12,EDUCACIÓN,Investigación y desarrollo relacionados con la educación,74732536.58
2026-09-12,EDUCACIÓN,Otros servicios de la educación,150.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,189.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,325.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,376.92
2026-09-12,EDUCACIÓN,Otros servicios de la educación,378.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,383.55
2026-09-12,EDUCACIÓN,Otros servicios de la educación,453.60
2026-09-12,EDUCACIÓN,Otros servicios de la educación,555.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,805.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,842.16
2026-09-12,EDUCACIÓN,Otros servicios de la educación,1029.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,1360.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,1400.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,1530.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,1656.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,1940.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,1960.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,2004.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,2023.80
2026-09-12,EDUCACIÓN,Otros servicios de la educación,2267.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,2411.71
2026-09-12,EDUCACIÓN,Otros servicios de la educación,2564.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,2568.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,2840.70
2026-09-12,EDUCACIÓN,Otros servicios de la educación,3136.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,3139.20
2026-09-12,EDUCACIÓN,Otros servicios de la educación,3240.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,3289.90
2026-09-12,EDUCACIÓN,Otros servicios de la educación,3300.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,3454.50
2026-09-12,EDUCACIÓN,Otros servicios de la educación,3500.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,3564.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,3668.50
2026-09-12,EDUCACIÓN,Otros servicios de la educación,4020.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,4124.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,4177.30
2026-09-12,EDUCACIÓN,Otros servicios de la educación,4332.08
2026-09-12,EDUCACIÓN,Otros servicios de la educación,4512.02
2026-09-12,EDUCACIÓN,Otros servicios de la educación,4733.55
2026-09-12,EDUCACIÓN,Otros servicios de la educación,4950.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,4953.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,4959.78
2026-09-12,EDUCACIÓN,Otros servicios de la educación,4960.01
2026-09-12,EDUCACIÓN,Otros servicios de la educación,5172.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,5416.67
2026-09-12,EDUCACIÓN,Otros servicios de la educación,5570.37
2026-09-12,EDUCACIÓN,Otros servicios de la educación,6126.84
2026-09-12,EDUCACIÓN,Otros servicios de la educación,6428.55
2026-09-12,EDUCACIÓN,Otros servicios de la educación,6669.50
2026-09-12,EDUCACIÓN,Otros servicios de la educación,6729.80
2026-09-12,EDUCACIÓN,Otros servicios de la educación,6744.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,6820.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,6860.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,6905.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,7097.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,7735.86
2026-09-12,EDUCACIÓN,Otros servicios de la educación,7880.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,8499.99
2026-09-12,EDUCACIÓN,Otros servicios de la educación,9092.60
2026-09-12,EDUCACIÓN,Otros servicios de la educación,9105.12
2026-09-12,EDUCACIÓN,Otros servicios de la educación,9137.50
2026-09-12,EDUCACIÓN,Otros servicios de la educación,9192.90
2026-09-12,EDUCACIÓN,Otros servicios de la educación,9560.90
2026-09-12,EDUCACIÓN,Otros servicios de la educación,9626.67
2026-09-12,EDUCACIÓN,Otros servicios de la educación,9900.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,10223.20
2026-09-12,EDUCACIÓN,Otros servicios de la educación,10559.33
2026-09-12,EDUCACIÓN,Otros servicios de la educación,11588.50
2026-09-12,EDUCACIÓN,Otros servicios de la educación,11700.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,11995.86
2026-09-12,EDUCACIÓN,Otros servicios de la educación,12675.58
2026-09-12,EDUCACIÓN,Otros servicios de la educación,13142.86
2026-09-12,EDUCACIÓN,Otros servicios de la educación,14019.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,14258.60
2026-09-12,EDUCACIÓN,Otros servicios de la educación,14885.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,15455.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,16130.43
2026-09-12,EDUCACIÓN,Otros servicios de la educación,16701.63
2026-09-12,EDUCACIÓN,Otros servicios de la educación,16940.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,17789.20
2026-09-12,EDUCACIÓN,Otros servicios de la educación,18303.76
2026-09-12,EDUCACIÓN,Otros servicios de la educación,18640.30
2026-09-12,EDUCACIÓN,Otros servicios de la educación,18885.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,19475.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,19747.07
2026-09-12,EDUCACIÓN,Otros servicios de la educación,19917.55
2026-09-12,EDUCACIÓN,Otros servicios de la educación,19993.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,20000.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,20006.50
2026-09-12,EDUCACIÓN,Otros servicios de la educación,20046.78
2026-09-12,EDUCACIÓN,Otros servicios de la educación,20239.99
2026-09-12,EDUCACIÓN,Otros servicios de la educación,20555.30
2026-09-12,EDUCACIÓN,Otros servicios de la educación,20922.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,21018.03
2026-09-12,EDUCACIÓN,Otros servicios de la educación,21444.52
2026-09-12,EDUCACIÓN,Otros servicios de la educación,21557.48
2026-09-12,EDUCACIÓN,Otros servicios de la educación,22356.06
2026-09-12,EDUCACIÓN,Otros servicios de la educación,22766.87
2026-09-12,EDUCACIÓN,Otros servicios de la educación,23724.10
2026-09-12,EDUCACIÓN,Otros servicios de la educación,23727.64
2026-09-12,EDUCACIÓN,Otros servicios de la educación,24167.15
2026-09-12,EDUCACIÓN,Otros servicios de la educación,26804.62
2026-09-12,EDUCACIÓN,Otros servicios de la educación,26992.60
2026-09-12,EDUCACIÓN,Otros servicios de la educación,29446.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,30609.10
2026-09-12,EDUCACIÓN,Otros servicios de la educación,30688.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,31241.70
2026-09-12,EDUCACIÓN,Otros servicios de la educación,31476.10
2026-09-12,EDUCACIÓN,Otros servicios de la educación,34210.30
2026-09-12,EDUCACIÓN,Otros servicios de la educación,34619.06
2026-09-12,EDUCACIÓN,Otros servicios de la educación,34834.46
2026-09-12,EDUCACIÓN,Otros servicios de la educación,35339.40
2026-09-12,EDUCACIÓN,Otros servicios de la educación,36476.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,36888.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,37898.40
2026-09-12,EDUCACIÓN,Otros servicios de la educación,38767.07
2026-09-12,EDUCACIÓN,Otros servicios de la educación,39007.43
2026-09-12,EDUCACIÓN,Otros servicios de la educación,39508.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,39878.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,40665.10
2026-09-12,EDUCACIÓN,Otros servicios de la educación,43500.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,44469.50
2026-09-12,EDUCACIÓN,Otros servicios de la educación,47077.47
2026-09-12,EDUCACIÓN,Otros servicios de la educación,48487.30
2026-09-12,EDUCACIÓN,Otros servicios de la educación,49357.67
2026-09-12,EDUCACIÓN,Otros servicios de la educación,49823.73
2026-09-12,EDUCACIÓN,Otros servicios de la educación,50153.40
2026-09-12,EDUCACIÓN,Otros servicios de la educación,50583.20
2026-09-12,EDUCACIÓN,Otros servicios de la educación,51179.31
2026-09-12,EDUCACIÓN,Otros servicios de la educación,57308.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,58061.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,61236.20
2026-09-12,EDUCACIÓN,Otros servicios de la educación,61420.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,63830.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,63981.98
2026-09-12,EDUCACIÓN,Otros servicios de la educación,67878.84
2026-09-12,EDUCACIÓN,Otros servicios de la educación,69805.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,72085.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,73732.80
2026-09-12,EDUCACIÓN,Otros servicios de la educación,76452.71
2026-09-12,EDUCACIÓN,Otros servicios de la educación,81856.37
2026-09-12,EDUCACIÓN,Otros servicios de la educación,82324.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,84372.71
2026-09-12,EDUCACIÓN,Otros servicios de la educación,87529.14
2026-09-12,EDUCACIÓN,Otros servicios de la educación,96481.70
2026-09-12,EDUCACIÓN,Otros servicios de la educación,97010.98
2026-09-12,EDUCACIÓN,Otros servicios de la educación,100280.20
2026-09-12,EDUCACIÓN,Otros servicios de la educación,103407.70
2026-09-12,EDUCACIÓN,Otros servicios de la educación,104234.80
2026-09-12,EDUCACIÓN,Otros servicios de la educación,109231.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,112159.73
2026-09-12,EDUCACIÓN,Otros servicios de la educación,112752.27
2026-09-12,EDUCACIÓN,Otros servicios de la educación,115031.75
2026-09-12,EDUCACIÓN,Otros servicios de la educación,115777.37
2026-09-12,EDUCACIÓN,Otros servicios de la educación,115935.69
2026-09-12,EDUCACIÓN,Otros servicios de la educación,125971.55
2026-09-12,EDUCACIÓN,Otros servicios de la educación,128241.21
2026-09-12,EDUCACIÓN,Otros servicios de la educación,130265.82
2026-09-12,EDUCACIÓN,Otros servicios de la educación,133256.69
2026-09-12,EDUCACIÓN,Otros servicios de la educación,134292.27
2026-09-12,EDUCACIÓN,Otros servicios de la educación,139642.40
2026-09-12,EDUCACIÓN,Otros servicios de la educación,140164.94
2026-09-12,EDUCACIÓN,Otros servicios de la educación,142209.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,142332.30
2026-09-12,EDUCACIÓN,Otros servicios de la educación,149830.96
2026-09-12,EDUCACIÓN,Otros servicios de la educación,151156.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,151219.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,155159.74
2026-09-12,EDUCACIÓN,Otros servicios de la educación,161578.29
2026-09-12,EDUCACIÓN,Otros servicios de la educación,166483.30
2026-09-12,EDUCACIÓN,Otros servicios de la educación,166949.00
2026-09-12,EDUCACIÓN,Otros servicios de la educación,169084.50
2026-09-12,EDUCACIÓN,Otros servicios de la educación,169501.81
2026-09-12,EDUCACIÓN,Otros servicios de la educación,170391.31
2026-09-12,EDUCACIÓN,Otros servicios de la educación,171034.13
2026-09-12,EDUCACIÓN,Otros servicios de la educación,175658.27
2026-09-12,EDUCACIÓN,Otros servicios de la educación,180317.09
