fecha,sector,actividad,devengado
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,42999.90
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,43388.83
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,46884.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,48386.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,51981.15
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,53069.46
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,53492.53
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,56127.95
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,58921.96
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,61901.64
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,63807.78
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,69050.36
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,71414.33
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,71723.53
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,72320.94
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,73451.24
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,74698.22
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,77196.83
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,82203.66
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,83379.20
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,84707.34
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,87031.93
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,88282.68
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,91269.80
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,93483.31
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,94248.66
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,97155.86
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,100856.67
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,102439.48
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,105960.67
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,111781.53
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,111931.65
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,112811.70
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,112881.54
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,113968.99
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,115367.42
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,117497.79
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,117611.62
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,121773.62
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,141610.05
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,164522.98
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,164920.57
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,175059.97
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,189700.31
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,197773.12
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,200905.26
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,208761.69
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,232422.67
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,240219.49
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,283802.41
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,307522.67
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,311411.38
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,313787.88
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,313793.71
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,316054.67
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,337051.13
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,556927.39
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,561952.72
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,640967.36
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,703954.73
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,744025.61
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,1052919.65
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,1127647.32
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,1753453.02
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION FINANCIERA,2500538.37
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,153.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,240.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,561.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,659.02
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,698.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,1136.14
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,1415.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,1428.57
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,1433.92
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,1860.60
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,1962.22
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,2052.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,2086.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,2353.30
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,2463.50
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,3000.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,3334.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,3395.20
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,3887.99
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,4111.85
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,4168.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,4555.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,4596.50
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,5870.79
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,5881.47
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,6237.73
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,6612.33
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,6672.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,6697.95
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,6951.46
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,7200.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,7575.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,8320.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,8622.40
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,9382.43
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,9707.54
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,9879.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,10220.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,10314.55
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,10646.33
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,11300.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,11904.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,11970.08
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,12312.85
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,12354.32
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,12590.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,12605.95
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,12880.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,13676.87
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,13844.74
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,15468.70
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,15766.36
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,15955.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,16126.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,16585.22
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,16913.36
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,17060.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,17553.42
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,17872.49
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,18881.32
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,19081.35
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,19658.39
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,19705.06
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,20291.05
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,20841.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,21425.45
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,21692.14
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,24858.41
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,25322.12
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,25528.36
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,25585.31
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,25752.10
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,26413.30
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,26413.54
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,26463.66
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,26674.55
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,26840.61
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,28749.44
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,30251.70
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,30274.88
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,30510.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,30615.13
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,30945.68
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,32366.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,33919.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,34555.80
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,37642.24
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,37695.46
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,39484.40
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,40898.89
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,41368.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,41443.17
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,43236.27
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,44600.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,44629.52
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,44788.29
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,47987.48
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,50227.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,51184.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,52398.26
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,53135.34
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,53414.41
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,53807.21
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,54210.19
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,55160.48
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,56628.41
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,57132.85
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,58049.39
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,59438.14
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,59597.60
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,60856.09
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,62156.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,62297.12
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,62399.13
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,64201.78
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,66171.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,68390.01
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,68697.76
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,69990.98
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,70455.40
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,70458.89
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,72135.48
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,74397.27
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,76362.82
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,76653.18
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,78363.21
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,82762.85
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,88950.78
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,90094.30
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,90376.45
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,90400.19
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,95730.83
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,100742.99
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,111245.01
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,111697.44
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,111965.65
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,114394.80
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,117606.76
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,118007.06
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,120681.51
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,126504.61
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,127013.44
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,127788.66
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,132212.27
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,133279.49
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,136571.99
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,145413.76
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,157184.49
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,165248.31
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,167086.56
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,172733.18
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,179000.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,181019.00
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,187028.52
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,193875.75
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,197449.42
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,209038.77
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,227252.31
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,237246.67
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,314457.44
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,317015.67
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,322593.29
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,339652.64
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,345339.96
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,411687.19
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,527174.36
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,704587.09
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,1245130.01
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,1472923.61
2026-09-04,ADMINISTRACION GENERAL,ADMINISTRACION SUPERIOR EJECUTIVA,1498604.99
2026-09-04,ADMINISTRACION GENERAL,INFORMACION ESTADISTICA Y PLANIFICACION,3434.76
2026-09-04,ADMINISTRACION GENERAL,INFORMACION ESTADISTICA Y PLANIFICACION,8125.37
2026-09-04,ADMINISTRACION GENERAL,INFORMACION ESTADISTICA Y PLANIFICACION,13079.98
2026-09-04,ADMINISTRACION GENERAL,INFORMACION ESTADISTICA Y PLANIFICACION,16021.40
2026-09-04,ADMINISTRACION GENERAL,INFORMACION ESTADISTICA Y PLANIFICACION,30289.32
2026-09-04,ADMINISTRACION GENERAL,INFORMACION ESTADISTICA Y PLANIFICACION,65094.00
2026-09-04,ADMINISTRACION GENERAL,INFORMACION ESTADISTICA Y PLANIFICACION,172305.44
2026-09-04,ADMINISTRACION GENERAL,INFORMACION ESTADISTICA Y PLANIFICACION,325014.22
2026-09-04,ADMINISTRACION GENERAL,INFORMACION ESTADISTICA Y PLANIFICACION,835878.91
2026-09-04,ADMINISTRACION GENERAL,INFORMACION ESTADISTICA Y PLANIFICACION,3082349.18
2026-09-04,ADMINISTRACION GENERAL,INFRAESTRUCTURA Y EQUIPAMIENTO DE APOYO,17335.00
2026-09-04,ADMINISTRACION GENERAL,INFRAESTRUCTURA Y EQUIPAMIENTO DE APOYO,48282.34
2026-09-04,ADMINISTRACION GENERAL,INFRAESTRUCTURA Y EQUIPAMIENTO DE APOYO,55972.07
2026-09-04,ADMINISTRACION GENERAL,INFRAESTRUCTURA Y EQUIPAMIENTO DE APOYO,89413.77
2026-09-04,ADMINISTRACION GENERAL,INFRAESTRUCTURA Y EQUIPAMIENTO DE APOYO,114274.25
2026-09-04,ADMINISTRACION GENERAL,INFRAESTRUCTURA Y EQUIPAMIENTO DE APOYO,217455.61
2026-09-04,ADMINISTRACION GENERAL,INFRAESTRUCTURA Y EQUIPAMIENTO DE APOYO,664790.40
2026-09-04,ADMINISTRACION GENERAL,INFRAESTRUCTURA Y EQUIPAMIENTO DE APOYO,1026343.35
2026-09-04,ADMINISTRACION GENERAL,INFRAESTRUCTURA Y EQUIPAMIENTO DE APOYO,1108850.17
2026-09-04,ADMINISTRACION GENERAL,OTROS,160.00
2026-09-04,ADMINISTRACION GENERAL,OTROS,240.00
2026-09-04,ADMINISTRACION GENERAL,OTROS,264.39
2026-09-04,ADMINISTRACION GENERAL,OTROS,461.00
2026-09-04,ADMINISTRACION GENERAL,OTROS,695.80
2026-09-04,ADMINISTRACION GENERAL,OTROS,773.00
2026-09-04,ADMINISTRACION GENERAL,OTROS,800.40
2026-09-04,ADMINISTRACION GENERAL,OTROS,1106.00
2026-09-04,ADMINISTRACION GENERAL,OTROS,1520.60
2026-09-04,ADMINISTRACION GENERAL,OTROS,1559.38
2026-09-04,ADMINISTRACION GENERAL,OTROS,1598.00
2026-09-04,ADMINISTRACION GENERAL,OTROS,1780.00
2026-09-04,ADMINISTRACION GENERAL,OTROS,2000.00
2026-09-04,ADMINISTRACION GENERAL,OTROS,2088.00
2026-09-04,ADMINISTRACION GENERAL,OTROS,2458.99
2026-09-04,ADMINISTRACION GENERAL,OTROS,3519.82
2026-09-04,ADMINISTRACION GENERAL,OTROS,3600.00
2026-09-04,ADMINISTRACION GENERAL,OTROS,3821.43
2026-09-04,ADMINISTRACION GENERAL,OTROS,4310.00
2026-09-04,ADMINISTRACION GENERAL,OTROS,5187.50
2026-09-04,ADMINISTRACION GENERAL,OTROS,5642.33
2026-09-04,ADMINISTRACION GENERAL,OTROS,7797.04
2026-09-04,ADMINISTRACION GENERAL,OTROS,7818.80
2026-09-04,ADMINISTRACION GENERAL,OTROS,7886.30
2026-09-04,ADMINISTRACION GENERAL,OTROS,9188.03
2026-09-04,ADMINISTRACION GENERAL,OTROS,9578.64
2026-09-04,ADMINISTRACION GENERAL,OTROS,10009.21
2026-09-04,ADMINISTRACION GENERAL,OTROS,10314.48
2026-09-04,ADMINISTRACION GENERAL,OTROS,11024.46
2026-09-04,ADMINISTRACION GENERAL,OTROS,11025.30
2026-09-04,ADMINISTRACION GENERAL,OTROS,11321.00
2026-09-04,ADMINISTRACION GENERAL,OTROS,11863.79
2026-09-04,ADMINISTRACION GENERAL,OTROS,12036.40
2026-09-04,ADMINISTRACION GENERAL,OTROS,12044.12
2026-09-04,ADMINISTRACION GENERAL,OTROS,12935.89
2026-09-04,ADMINISTRACION GENERAL,OTROS,13748.00
2026-09-04,ADMINISTRACION GENERAL,OTROS,14511.51
2026-09-04,ADMINISTRACION GENERAL,OTROS,15508.00
